Query: Cyberpunk
3633	6.656672327138006
3776	6.459700184952092
3623	6.042503072489606
3750	6.042503072489606
3978	5.886256893214581
3935	5.782316329739468
3872	5.681982872979498
3608	5.681982872979498
9735	5.681982872979498
3945	5.585071956370908
3964	5.491411393930391
3661	5.491411393930391
3702	5.491411393930391
3705	5.485753530035717
3965	5.400840359277145
3874	5.400840359277145
3770	5.400840359277145
3976	5.400840359277145
3790	5.313208464050836
3963	5.228374924616397
3699	5.228374924616397
3895	5.228374924616397
3952	5.228374924616397
3772	5.1462078073433
3839	5.1462078073433
3938	5.1462078073433
3913	5.066583343949117
815	5.066583343949117
3752	5.066583343949117
3865	5.066583343949117
3915	4.989385309434526
3764	4.989385309434526
3762	4.914504456034151
3682	4.914504456034151
3813	4.914504456034151
3821	4.914504456034151
3968	4.914504456034151
3677	4.841837997385426
8829	4.841837997385426
3755	4.841837997385426
3680	4.771289137793512
3847	4.771289137793512
3817	4.771289137793512
3716	4.771289137793512
3941	4.771289137793512
3654	4.702766642058773
3922	4.702766642058773
3606	4.702766642058773
3916	4.702766642058773
3896	4.702766642058773
3911	4.636184441846773
3681	4.636184441846773
3749	4.636184441846773
3996	4.636184441846773
3852	4.636184441846773
3882	4.571461275029764
3781	4.571461275029764
3812	4.508520354821943
3662	4.508520354821943
3853	4.508520354821943
3715	4.508520354821943
3724	4.508520354821943
3704	4.508520354821943
3739	4.508520354821943
3678	4.447289065876025
3692	4.387698684812308
3676	4.387698684812308
3668	4.387698684812308
3854	4.387698684812308
3630	4.273183688997673
3937	4.273183688997673
12847	4.273183688997673
3814	4.218138870539942
3794	4.218138870539942
3829	4.218138870539942
10439	4.218138870539942
3832	4.164494131599191
3756	4.112196725893967
3869	4.112196725893967
3877	4.112196725893967
3611	4.112196725893967
3830	4.061196523818235
3775	4.061196523818235
3893	4.061196523818235
3720	4.061196523818235
3761	3.7799209726444167
3822	3.7799209726444167
3650	3.7367864488712383
3690	3.7367864488712383
3823	3.7367864488712383
3881	3.7367864488712383
1010	3.694625275938969
12739	3.6534048752432704
3796	3.4241859838497306
3652	3.4241859838497306
970	3.388750291594882
3771	3.3540405100916355
